MA	Gene Name	Ensembl ID	GM12878-ENCFF853TRI	GM12878-ENCFF305QBE	K562-ENCFF332TWQ	K562-ENCFF425PIK	HepG2-ENCFF430KOC	HepG2-ENCFF966SVU	HeLa-S2-ENCFF504AOD	HeLa-S2-ENCFF214ZYK	H1-ENCFF679BHK	H1-ENCFF289GEC	HUVEC-ENCFF211SQP	HUVEC-ENCFF318QVC	NHEK-ENCFF566XEO	NHEK-ENCFF570MJL	A549-ENCFF578YTC	A549-ENCFF908XTR	HMEC-ENCFF749LVX	HMEC-ENCFF476ARS	HSMM-ENCFF226JIS	HSMM-ENCFF036QPG	MCF-7-ENCFF735QLM	MCF-7-ENCFF317XCR	Th1-ENCFF879KHB	Th1-ENCFF979WIG	BE2C-ENCFF242CZI	BE2C-ENCFF465LLS	BE2C-ENCFF256IPJ	BJ-ENCFF982HRR	BJ-ENCFF967KIB	BJ-ENCFF154BBN	Jurkat-ENCFF799GFQ	Jurkat-ENCFF847SAP	Jurkat-ENCFF226OYU	Monocytes-CD14+-ENCFF167IBQ	Monocytes-CD14+-ENCFF857HLU	Monocytes-CD14+-ENCFF780XKG	NHLF-ENCFF609ZJO	NHLF-ENCFF400BDD	Panc1-ENCFF921FTG	Panc1-ENCFF149WMH	Panc1-ENCFF249UJV	CD20-ENCFF642IQW	CD20-ENCFF410IPV	CD34-ENCFF040ZTX	CD34-ENCFF932WWC	Ishikawa-ES-ENCFF770CRK	Ishikawa-ES-ENCFF667ZBZ	Chorion-ENCFF954RVV	Chorion-ENCFF376HRQ	HeLa-S3-ENCFF255QOM	Hepatocytes-ENCFF264EOK	Hepatocytes-ENCFF064IQR	T-47D-ENCFF549FIH	T-47D-ENCFF234TQB
MA0131.2	HINFP	ENSG00000172273	13.219999999999999	14.2	21.14	20.72	13.47	20.86	15.62	19.110000000000003	28.420000000000005	31.669999999999998	18.91	12.000000000000002	8.5	9.309999999999999	24.68	12.350000000000001	14.09	14.299999999999999	12.51	12.89	24.380000000000003	23.840000000000007	16.220000000000002	16.179999999999996	52.82	55.010000000000005	55.330000000000005	14.439999999999998	14.370000000000001	22.43	23.92	22.97	23.51	31.98	32.220000000000006	25.759999999999998	10.9	10.96	27.67	28.299999999999997	26.44	35.84	39.230000000000004	21.740000000000002	22.849999999999998	30.37	31.4	7.9799999999999995	7.699999999999999	20.14	13.709999999999999	13.979999999999999	43.699999999999996	40.12
MA0132.2	PDX1	ENSG00000139515	0.03	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.03	0.01	0.01	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	2.39	2.79	0.0	0.0	0.0	0.0	0.28	0.28	0.0	0.0	0.0	0.78	0.81	0.09	0.02
MA0136.2	ELF5	ENSG00000135374	0.0	0.0	0.0	0.0	0.31	0.29000000000000004	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.92	0.89	0.06	0.0	0.04	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.2	0.27	0.0	0.0	0.05	0.05	0.12	0.0	0.0	0.0	0.0	0.73	0.76	1.2	1.16	0.0	0.87	0.89	114.89000000000001	106.05
MA0137.1	STAT1	ENSG00000115415	267.26000000000005	251.38	30.770000000000003	32.239999999999995	28.790000000000003	25.74	28.959999999999997	16.450000000000003	38.26	44.06000000000001	81.96000000000001	74.89999999999999	84.10000000000001	131.56	45.42999999999999	126.65999999999998	27.910000000000004	28.490000000000006	58.190000000000005	59.99999999999999	58.62	57.17	103.31000000000002	104.33999999999999	9.56	9.73	9.110000000000001	147.60000000000002	147.23000000000002	135.17999999999998	26.599999999999998	28.66	29.14	38.269999999999996	38.559999999999995	46.47	85.98	87.05	41.69999999999999	43.08	37.25	14.16	13.339999999999998	46.81999999999999	46.989999999999995	28.83	28.990000000000002	13.15	13.2	16.67	58.24999999999999	60.169999999999995	31.280000000000005	40.349999999999994
MA0137.2	STAT1	ENSG00000115415	267.26000000000005	251.38	30.770000000000003	32.239999999999995	28.790000000000003	25.74	28.959999999999997	16.450000000000003	38.26	44.06000000000001	81.96000000000001	74.89999999999999	84.10000000000001	131.56	45.42999999999999	126.65999999999998	27.910000000000004	28.490000000000006	58.190000000000005	59.99999999999999	58.62	57.17	103.31000000000002	104.33999999999999	9.56	9.73	9.110000000000001	147.60000000000002	147.23000000000002	135.17999999999998	26.599999999999998	28.66	29.14	38.269999999999996	38.559999999999995	46.47	85.98	87.05	41.69999999999999	43.08	37.25	14.16	13.339999999999998	46.81999999999999	46.989999999999995	28.83	28.990000000000002	13.15	13.2	16.67	58.24999999999999	60.169999999999995	31.280000000000005	40.349999999999994
MA0137.3	STAT1	ENSG00000115415	267.26000000000005	251.38	30.770000000000003	32.239999999999995	28.790000000000003	25.74	28.959999999999997	16.450000000000003	38.26	44.06000000000001	81.96000000000001	74.89999999999999	84.10000000000001	131.56	45.42999999999999	126.65999999999998	27.910000000000004	28.490000000000006	58.190000000000005	59.99999999999999	58.62	57.17	103.31000000000002	104.33999999999999	9.56	9.73	9.110000000000001	147.60000000000002	147.23000000000002	135.17999999999998	26.599999999999998	28.66	29.14	38.269999999999996	38.559999999999995	46.47	85.98	87.05	41.69999999999999	43.08	37.25	14.16	13.339999999999998	46.81999999999999	46.989999999999995	28.83	28.990000000000002	13.15	13.2	16.67	58.24999999999999	60.169999999999995	31.280000000000005	40.349999999999994
MA0138.1	REST	ENSG00000084093	26.049999999999997	26.52	5.52	7.62	23.1	18.909999999999997	22.439999999999998	20.060000000000002	34.73	36.53	44.83	44.39	7.84	15.53	2.02	14.0	15.120000000000001	16.27	21.78	25.57	20.28	19.45	38.89	41.58	0.43	0.4	0.04	14.559999999999999	18.229999999999997	8.49	8.600000000000001	5.96	6.0	5.36	4.69	2.0	26.759999999999998	26.11	5.0600000000000005	4.68	4.07	7.4799999999999995	4.51	18.84	19.26	10.27	8.89	7.98	9.179999999999998	23.64	51.580000000000005	65.59	14.24	24.22
MA0138.2	REST	ENSG00000084093	26.049999999999997	26.52	5.52	7.62	23.1	18.909999999999997	22.439999999999998	20.060000000000002	34.73	36.53	44.83	44.39	7.84	15.53	2.02	14.0	15.120000000000001	16.27	21.78	25.57	20.28	19.45	38.89	41.58	0.43	0.4	0.04	14.559999999999999	18.229999999999997	8.49	8.600000000000001	5.96	6.0	5.36	4.69	2.0	26.759999999999998	26.11	5.0600000000000005	4.68	4.07	7.4799999999999995	4.51	18.84	19.26	10.27	8.89	7.98	9.179999999999998	23.64	51.580000000000005	65.59	14.24	24.22
MA0139.1	CTCF	ENSG00000102974	8.85	27.490000000000002	22.19	34.14	26.14	25.610000000000003	30.240000000000002	19.05	47.959999999999994	34.7	16.85	23.49	12.749999999999998	18.34	12.25	36.29	17.52	17.92	16.1	16.720000000000002	57.45	55.78	25.99	25.32	47.15	47.69	46.050000000000004	17.02	17.07	16.0	74.8	75.5	70.47	19.64	19.82	12.78	25.87	26.3	19.48	19.5	19.51	33.120000000000005	24.21	26.240000000000002	28.16	22.63	22.56	23.52	24.09	17.8	19.1	19.490000000000002	25.17	31.369999999999997
MA0140.2	GATA1::TAL1	ENSG00000102145	0.0	0.0	79.89	76.41	0.0	0.07	0.13	0.11	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.15	0.16	0.0	0.0	0.0	0.06	0.06	0.0	0.0	0.0	0.11	0.02	22.35	22.81	0.0	0.0	1.02	0.98	0.11	0.11	0.11	0.23	0.37
MA0141.3	ESRRB	ENSG00000119715	0.07	0.0	15.399999999999999	17.62	0.03	0.03	0.0	0.0	0.11	0.0	0.0	0.0	0.01	0.01	0.27	0.19	0.01	0.01	0.03	0.04	0.08	0.03	0.07	0.06999999999999999	0.28	0.2	0.29000000000000004	0.0	0.0	0.0	0.21	0.1	0.09	0.01	0.01	0.04	0.01	0.03	0.04	0.04	0.0	0.01	0.04	0.05	0.07	0.04	0.04	0.02	0.03	0.0	0.0	0.0	0.04	0.05
MA0144.2	STAT3	ENSG00000168610	71.27	72.08000000000001	100.5	104.37	47.400000000000006	79.88	51.51	66.25	60.129999999999995	87.28999999999999	67.91000000000001	71.03999999999999	33.34	32.800000000000004	65.80000000000001	62.06	44.900000000000006	45.69	32.87	33.9	24.8	24.21	71.61999999999999	71.29	30.35	31.199999999999996	31.229999999999997	50.91000000000001	50.77	61.04	36.45	32.330000000000005	32.400000000000006	54.25999999999999	54.800000000000004	42.61	53.15	53.739999999999995	174.61999999999998	177.89000000000001	183.04999999999995	37.2	32.46	61.38000000000001	65.7	21.35	21.83	21.960000000000004	21.68	66.62	129.18	133.10999999999999	156.68999999999997	190.34000000000003
MA0145.3	TFCP2	ENSG00000135457	10.92	9.599999999999998	19.490000000000002	33.42	10.48	10.54	22.47	12.72	27.39	40.58	20.22	25.44	15.8	25.23	5.7700000000000005	27.950000000000003	11.72	13.36	12.259999999999998	13.37	0.0	0.0	14.719999999999999	13.840000000000002	24.419999999999998	13.17	15.870000000000001	10.459999999999999	13.08	5.73	5.859999999999999	12.939999999999998	6.85	17.33	19.05	9.92	17.81	19.23	23.57	15.479999999999999	21.590000000000003	10.65	7.529999999999999	17.86	25.709999999999997	28.31	17.42	10.34	13.16	12.01	7.1000000000000005	6.640000000000001	11.17	9.97
MA0147.3	MYC	ENSG00000136997	83.34	80.16999999999999	62.620000000000005	97.76000000000002	64.38	98.82	293.11	330.94	16.84	26.049999999999997	76.87	68.68	117.12	110.28	344.65	78.02000000000001	189.52999999999997	192.24	49.69	51.26	71.97	70.1	66.15	66.41	0.32	0.33	0.09	25.5	25.529999999999998	33.800000000000004	127.84	88.86	91.15	8.2	8.28	9.94	40.51	41.040000000000006	40.120000000000005	40.78	41.22	57.55	59.440000000000005	61.989999999999995	60.32	38.330000000000005	38.37	12.25	11.99	337.49	48.48	50.38	4.369999999999999	8.27
MA0148.1	FOXA1	ENSG00000129514	0.0	0.0	1.6400000000000001	0.52	35.81	60.32	4.98	6.1899999999999995	0.0	0.03	0.09	0.4	0.21000000000000002	0.3	7.780000000000001	13.69	0.07	0.08	0.06999999999999999	0.09	194.7	189.70999999999998	0.07	0.08	0.27	0.28	0.0	0.03	0.03	0.0	1.7000000000000002	1.98	2.0700000000000003	0.03	0.07	0.0	0.08	0.08	4.640000000000001	3.2199999999999998	5.539999999999999	0.03	0.0	0.03	0.05	4.46	4.569999999999999	0.01	0.03	6.36	61.88	63.71	214.41000000000003	259.59
MA0148.2	FOXA1	ENSG00000129514	0.0	0.0	1.6400000000000001	0.52	35.81	60.32	4.98	6.1899999999999995	0.0	0.03	0.09	0.4	0.21000000000000002	0.3	7.780000000000001	13.69	0.07	0.08	0.06999999999999999	0.09	194.7	189.70999999999998	0.07	0.08	0.27	0.28	0.0	0.03	0.03	0.0	1.7000000000000002	1.98	2.0700000000000003	0.03	0.07	0.0	0.08	0.08	4.640000000000001	3.2199999999999998	5.539999999999999	0.03	0.0	0.03	0.05	4.46	4.569999999999999	0.01	0.03	6.36	61.88	63.71	214.41000000000003	259.59
MA0148.3	FOXA1	ENSG00000129514	0.0	0.0	1.6400000000000001	0.52	35.81	60.32	4.98	6.1899999999999995	0.0	0.03	0.09	0.4	0.21000000000000002	0.3	7.780000000000001	13.69	0.07	0.08	0.06999999999999999	0.09	194.7	189.70999999999998	0.07	0.08	0.27	0.28	0.0	0.03	0.03	0.0	1.7000000000000002	1.98	2.0700000000000003	0.03	0.07	0.0	0.08	0.08	4.640000000000001	3.2199999999999998	5.539999999999999	0.03	0.0	0.03	0.05	4.46	4.569999999999999	0.01	0.03	6.36	61.88	63.71	214.41000000000003	259.59
MA0149.1	EWSR1-FLI1	ENSG00000182944	334.96999999999997	367.11999999999995	181.63999999999993	200.25	152.7	172.51	156.91	110.63999999999999	281.5000000000001	239.17999999999998	152.91000000000003	171.16	112.25	130.76	335.18	150.10999999999999	266.24999999999994	271.07	285.88	296.20999999999987	192.63	184.28999999999996	86.04	82.58999999999997	273.78000000000014	278.70000000000005	288.77000000000004	110.4	108.42000000000003	166.74	462.26	400.8	396.9500000000001	186.98	209.62	188.24	195.45	197.87999999999997	200.95999999999995	203.0	200.97	227.78000000000003	170.25999999999996	180.29	193.64999999999998	285.73	296.65000000000003	128.37	131.9	121.02000000000001	257.97999999999996	265.91999999999996	197.18	209.39999999999998
MA0150.1	NFE2L2	ENSG00000116044	39.46999999999999	34.599999999999994	74.14	65.6	146.67	132.66000000000003	72.09	91.89999999999999	31.770000000000003	40.16	67.88	80.36999999999999	96.3	209.22000000000003	27.42	123.13	100.50000000000003	94.39999999999999	65.55999999999999	63.66	74.88000000000001	72.75	40.519999999999996	25.490000000000006	24.07	25.41	17.900000000000002	109.97	104.49000000000001	96.74000000000001	27.580000000000002	27.19	26.92	35.62	34.97	11.599999999999996	171.14	157.38	48.17999999999999	52.550000000000004	45.690000000000005	17.09	12.160000000000002	37.93	39.190000000000005	41.74000000000001	46.21000000000001	75.48000000000002	70.94	97.94999999999999	70.95000000000002	74.22000000000001	47.13	53.56999999999999
MA0152.1	NFATC2	ENSG00000101096	5.58	6.08	5.91	4.69	4.27	5.220000000000001	0.03	0.0	0.6200000000000001	0.2	3.06	3.9500000000000006	0.03	0.09	1.5100000000000002	1.81	0.01	0.01	0.03	0.04	5.09	4.95	25.85	25.810000000000002	0.04	0.04	0.0	0.09999999999999999	0.09999999999999999	0.16999999999999998	10.49	10.08	9.61	0.08	0.08	0.11	0.09999999999999999	0.09999999999999999	9.389999999999999	9.62	8.66	8.31	6.539999999999999	16.07	16.540000000000003	1.4700000000000002	1.52	5.999999999999999	5.75	0.0	8.51	8.760000000000002	1.1400000000000001	1.5
MA0153.1	HNF1B	ENSG00000276194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0153.2	HNF1B	ENSG00000276194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0154.2	EBF1	ENSG00000164330	8.659999999999998	8.11	0.01	0.0	0.0	0.0	0.0	0.0	0.09	0.17	0.0	0.0	0.0	0.0	1.51	1.87	0.0	0.0	0.56	0.61	0.0	0.0	0.37	0.36	17.84	17.28	17.430000000000003	1.1700000000000002	1.37	2.1799999999999997	1.06	1.53	1.6099999999999999	0.11	0.1	0.08	2.1799999999999997	2.31	0.0	0.0	0.0	45.36999999999999	35.949999999999996	0.19	0.13	0.0	0.0	6.65	6.5699999999999985	0.0	6.589999999999999	6.8	0.0	0.0
MA0154.3	EBF1	ENSG00000164330	8.659999999999998	8.11	0.01	0.0	0.0	0.0	0.0	0.0	0.09	0.17	0.0	0.0	0.0	0.0	1.51	1.87	0.0	0.0	0.56	0.61	0.0	0.0	0.37	0.36	17.84	17.28	17.430000000000003	1.1700000000000002	1.37	2.1799999999999997	1.06	1.53	1.6099999999999999	0.11	0.1	0.08	2.1799999999999997	2.31	0.0	0.0	0.0	45.36999999999999	35.949999999999996	0.19	0.13	0.0	0.0	6.65	6.5699999999999985	0.0	6.589999999999999	6.8	0.0	0.0
MA0155.1	INSM1	ENSG00000173404	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	1.33	1.36	0.47	0.0	0.0	0.0	0.57	1.03	1.08	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.0	0.0	1.1	1.13	0.26	0.37
MA0156.1	FEV	ENSG00000163497	0.0	0.0	1.84	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	664.4000000000001	682.71	659.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	1.7000000000000002	1.76	0.03	0.0
MA0156.2	FEV	ENSG00000163497	0.0	0.0	1.84	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	664.4000000000001	682.71	659.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	1.7000000000000002	1.76	0.03	0.0
MA0157.1	FOXO3	ENSG00000118689	1.7200000000000002	2.01	5.38	4.09	5.46	6.37	7.199999999999999	7.17	4.21	3.5700000000000003	2.86	2.9699999999999998	11.01	14.19	3.0599999999999996	7.539999999999999	20.33	20.700000000000003	57.540000000000006	59.349999999999994	25.45	24.78	11.839999999999998	11.68	22.35	22.8	17.09	16.78	16.56	20.77	7.47	7.6	7.92	17.18	17.42	15.650000000000002	32.71	32.73	16.779999999999998	17.21	14.23	4.26	3.91	17.82	18.5	3.75	3.87	11.68	11.18	7.28	41.1	42.82	11.760000000000002	16.669999999999998
MA0157.2	FOXO3	ENSG00000118689	1.7200000000000002	2.01	5.38	4.09	5.46	6.37	7.199999999999999	7.17	4.21	3.5700000000000003	2.86	2.9699999999999998	11.01	14.19	3.0599999999999996	7.539999999999999	20.33	20.700000000000003	57.540000000000006	59.349999999999994	25.45	24.78	11.839999999999998	11.68	22.35	22.8	17.09	16.78	16.56	20.77	7.47	7.6	7.92	17.18	17.42	15.650000000000002	32.71	32.73	16.779999999999998	17.21	14.23	4.26	3.91	17.82	18.5	3.75	3.87	11.68	11.18	7.28	41.1	42.82	11.760000000000002	16.669999999999998
MA0158.1	HOXA5	ENSG00000106004	0.13	0.0	0.0	0.0	4.140000000000001	7.0600000000000005	4.32	3.91	0.0	0.0	18.29	24.44	2.41	3.53	4.06	4.8	7.460000000000001	7.62	0.63	0.65	2.53	2.46	0.05	0.05	0.06	0.06	0.0	1.3499999999999999	1.3599999999999999	0.96	9.219999999999999	6.52	6.85	2.26	2.28	1.34	14.52	14.71	2.46	2.51	3.46	0.05	0.02	30.36	35.92	4.04	4.12	0.34	0.33	4.08	0.34	0.35	0.62	0.9099999999999999
MA0159.1	RARA::RXRA	ENSG00000131759	10.07	12.17	27.380000000000003	34.35	36.85	44.199999999999996	70.64	46.36	15.28	14.120000000000001	71.97000000000001	58.699999999999996	4.629999999999999	2.87	14.249999999999996	7.500000000000001	5.6899999999999995	6.159999999999999	20.2	21.82	22.95	22.189999999999998	11.59	11.469999999999999	88.44	86.67	89.03999999999999	5.1	5.1899999999999995	5.22	11.45	9.35	10.969999999999999	47.559999999999995	48.050000000000004	52.58999999999999	6.59	6.7700000000000005	48.94	47.940000000000005	46.529999999999994	23.349999999999998	13.93	16.73	17.900000000000002	13.84	14.1	7.12	7.9	48.489999999999995	28.26	29.720000000000002	42.31000000000001	55.57
MA0160.1	NR4A2	ENSG00000153234	0.36	0.36000000000000004	1.0799999999999998	1.09	0.0	0.0	16.55	6.720000000000001	0.11	0.22	0.41000000000000003	0.47000000000000003	1.2700000000000002	1.06	33.68	5.550000000000001	0.22	0.22	0.22000000000000003	0.24	1.7100000000000002	1.6700000000000002	8.08	7.9799999999999995	0.23	0.24000000000000002	0.07	0.41	0.42	1.19	0.23	0.0	0.0	158.72000000000003	159.45	34.010000000000005	1.24	1.27	0.73	0.75	0.75	219.08	114.3	23.439999999999998	23.840000000000003	2.07	2.2	0.8400000000000001	0.7799999999999999	6.25	4.85	4.99	1.12	1.57
MA0161.1	NFIC	ENSG00000141905	13.73	14.64	20.759999999999998	20.900000000000006	5.55	12.040000000000001	34.42	50.089999999999996	3.4299999999999997	1.28	38.849999999999994	40.01	6.880000000000001	2.7	18.91	3.55	7.8100000000000005	7.970000000000001	21.409999999999997	22.13	4.92	4.8100000000000005	6.94	7.0600000000000005	17.47	14.4	12.040000000000001	3.06	3.05	4.09	4.17	4.67	4.220000000000001	10.29	10.36	11.0	14.62	14.75	46.34	41.34	43.24	2.46	2.4699999999999998	9.15	9.040000000000001	15.350000000000001	15.39	11.11	10.940000000000001	49.040000000000006	25.119999999999997	25.830000000000005	29.03	42.39
MA0161.2	NFIC	ENSG00000141905	13.73	14.64	20.759999999999998	20.900000000000006	5.55	12.040000000000001	34.42	50.089999999999996	3.4299999999999997	1.28	38.849999999999994	40.01	6.880000000000001	2.7	18.91	3.55	7.8100000000000005	7.970000000000001	21.409999999999997	22.13	4.92	4.8100000000000005	6.94	7.0600000000000005	17.47	14.4	12.040000000000001	3.06	3.05	4.09	4.17	4.67	4.220000000000001	10.29	10.36	11.0	14.62	14.75	46.34	41.34	43.24	2.46	2.4699999999999998	9.15	9.040000000000001	15.350000000000001	15.39	11.11	10.940000000000001	49.040000000000006	25.119999999999997	25.830000000000005	29.03	42.39
MA0162.2	EGR1	ENSG00000120738	1.14	1.28	69.44	61.55	4.35	9.11	14.15	9.84	13.91	30.54	5.59	5.81	7.87	9.16	76.85	48.09	9.24	9.44	17.14	17.73	14.84	14.44	7.78	7.93	12.73	13.02	7.8	4.45	4.46	3.84	10.77	15.48	16.27	12.55	12.68	10.63	44.51	45.11	11.31	11.55	6.66	56.11	137.24	294.56	271.75	10.05	10.38	20.09	19.23	10.28	356.05	367.56	0.27	0.43
MA0162.3	EGR1	ENSG00000120738	1.14	1.28	69.44	61.55	4.35	9.11	14.15	9.84	13.91	30.54	5.59	5.81	7.87	9.16	76.85	48.09	9.24	9.44	17.14	17.73	14.84	14.44	7.78	7.93	12.73	13.02	7.8	4.45	4.46	3.84	10.77	15.48	16.27	12.55	12.68	10.63	44.51	45.11	11.31	11.55	6.66	56.11	137.24	294.56	271.75	10.05	10.38	20.09	19.23	10.28	356.05	367.56	0.27	0.43
MA0163.1	PLAG1	ENSG00000181690	2.76	2.38	0.6000000000000001	0.69	2.0	2.4400000000000004	0.53	0.5900000000000001	2.45	3.21	3.0699999999999994	1.9600000000000002	0.8	1.55	0.02	0.32999999999999996	0.8899999999999999	0.9099999999999999	1.4100000000000001	1.4700000000000002	0.16	0.15000000000000002	6.22	6.27	0.44999999999999996	0.45999999999999996	0.45	5.07	5.02	3.27	2.2299999999999995	2.35	2.46	0.16	0.16	0.15000000000000002	2.94	2.97	0.55	0.5700000000000001	0.63	1.1400000000000001	2.4499999999999997	7.03	6.739999999999999	0.1	0.12000000000000001	6.390000000000001	6.24	0.6000000000000001	2.75	2.79	0.26	0.3
MA0258.1	ESR2	ENSG00000140009	0.29	0.34	6.13	2.31	0.09999999999999999	0.05	0.16	0.04	0.19	0.24	0.02	0.46	0.02	0.08	0.09999999999999999	0.06	0.04	0.04	0.04	0.05	0.11	0.1	2.01	0.23	0.13	0.13	0.31	0.0	0.0	0.01	0.8300000000000001	0.16	0.16999999999999998	0.02	0.02	0.0	0.13	0.13	0.04	0.05	0.09000000000000001	2.5	3.52	0.9700000000000001	0.9700000000000001	0.56	0.56	0.04	0.03	0.04	0.21	0.18	0.29000000000000004	0.5399999999999999
MA0258.2	ESR2	ENSG00000140009	0.29	0.34	6.13	2.31	0.09999999999999999	0.05	0.16	0.04	0.19	0.24	0.02	0.46	0.02	0.08	0.09999999999999999	0.06	0.04	0.04	0.04	0.05	0.11	0.1	2.01	0.23	0.13	0.13	0.31	0.0	0.0	0.01	0.8300000000000001	0.16	0.16999999999999998	0.02	0.02	0.0	0.13	0.13	0.04	0.05	0.09000000000000001	2.5	3.52	0.9700000000000001	0.9700000000000001	0.56	0.56	0.04	0.03	0.04	0.21	0.18	0.29000000000000004	0.5399999999999999
MA0259.1	ARNT::HIF1A	ENSG00000143437	23.18	26.99	62.040000000000006	83.51	43.33	40.45	64.14	66.61	41.94	44.65	44.93	45.46999999999999	10.719999999999999	13.37	13.600000000000001	19.41	15.959999999999999	16.159999999999997	21.839999999999996	22.020000000000003	41.01000000000001	40.18	20.86	20.81	11.36	11.7	12.08	25.970000000000006	25.76	32.09	22.080000000000005	20.339999999999996	21.44	28.85	29.129999999999995	15.04	33.010000000000005	32.91	20.8	21.759999999999998	20.619999999999997	14.690000000000001	11.44	19.12	21.590000000000007	17.080000000000002	17.500000000000004	48.17	47.28999999999999	68.61	29.56	30.470000000000002	36.32999999999999	37.31999999999999
MA0442.1	SOX10	ENSG00000100146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.88	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.02	0.12	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.06	0.0	0.0	0.0	0.06	0.0	0.0	0.11	0.0	0.0	0.04	0.0	0.0	0.0	0.73
MA0442.2	SOX10	ENSG00000100146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.88	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.02	0.12	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.06	0.0	0.0	0.0	0.06	0.0	0.0	0.11	0.0	0.0	0.04	0.0	0.0	0.0	0.73
MA0462.1	BATF::JUN	ENSG00000156127	111.0	121.67999999999999	3.36	2.46	0.18	0.28	0.0	0.0	0.78	0.32	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.02	0.02	16.74	16.31	22.97	22.68	0.0	0.0	0.32	0.0	0.0	0.0	34.730000000000004	27.409999999999997	24.25	9.38	9.48	19.48	0.19	0.19	0.0	0.0	0.0	7.75	8.31	12.17	11.969999999999999	0.0	0.0	2.66	2.72	0.0	2.98	3.2300000000000004	3.38	5.49
MA0464.2	BHLHE40	ENSG00000134107	35.28	35.15	88.71	80.92	57.99	76.72	124.66999999999999	39.72	2.48	1.79	29.62	31.31	51.29	43.120000000000005	172.45	129.79999999999998	35.5	36.239999999999995	25.56	26.43	12.65	12.329999999999998	25.28	24.25	9.55	9.409999999999998	14.32	12.29	12.270000000000001	15.389999999999999	2.32	2.73	2.89	124.29	125.57	108.48	18.25	18.47	52.85	53.59	51.050000000000004	32.74	16.97	28.21	29.52	12.81	13.11	37.730000000000004	36.93000000000001	40.8	114.41999999999999	118.77	57.50000000000001	45.269999999999996
MA0465.1	CDX2	ENSG00000165556	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.64	0.13	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9299999999999997	3.9899999999999998	5.73	0.0	0.0	0.04	0.04	0.9500000000000001	0.96	0.0	0.0	0.0	42.83	44.099999999999994	0.0	0.0
